PRISM Time Series Data,,,,,,,,
Locations: 24,,,,,,,,
"Climate variables: ppt,tmin,tmean,tmax",,,,,,,,
pp2,-118.5436,36.0892,7211,2017-02,13.86,27.9,36,44
pp2,-118.5436,36.0892,7211,2017-03,2.87,31.1,42.3,53.5
pp2,-118.5436,36.0892,7211,2017-04,3.63,32.7,42.8,52.9
pp2,-118.5436,36.0892,7211,2017-05,0.15,39.3,50.8,62.2
pp2,-118.5436,36.0892,7211,2017-06,0.09,49.1,61.2,73.3
pp2,-118.5436,36.0892,7211,2017-07,0.04,56.3,68.5,80.6
pp2,-118.5436,36.0892,7211,2017-08,0.12,54,66.1,78.2
pp2,-118.5436,36.0892,7211,2017-09,0.32,46.1,57.3,68.6
pp2,-118.5436,36.0892,7211,2017-10,0.02,41.1,52.8,64.6
pp2,-118.5436,36.0892,7211,2017-11,3.05,31.3,42.2,53
pp2,-118.5436,36.0892,7211,2017-12,0.08,33.1,41.4,49.7
pp2,-118.5436,36.0892,7211,2018-01,3.95,28.3,37.3,46.3
pp2,-118.5436,36.0892,7211,2018-02,0.71,22.9,33.6,44.4
pp2,-118.5436,36.0892,7211,2018-03,13.23,23.6,33.4,43.2
pp2,-118.5436,36.0892,7211,2018-04,3.25,34.1,45.1,56.2
pp2,-118.5436,36.0892,7211,2018-05,0.3,38.2,49,59.8
pp2,-118.5436,36.0892,7211,2018-06,0,47.7,60.4,73.2
pp2,-118.5436,36.0892,7211,2018-07,0.35,56.6,68.9,81.1
pp2,-118.5436,36.0892,7211,2018-08,0,54.2,67.1,80
pp2,-118.5436,36.0892,7211,2018-09,0.17,49.6,61.9,74.1
pp2,-118.5436,36.0892,7211,2018-10,1.55,38.3,49.6,60.9
pp2,-118.5436,36.0892,7211,2018-11,6.13,35.7,45.1,54.5
pp2,-118.5436,36.0892,7211,2018-12,2.83,26.1,35.8,45.4
,,,,,,,,
pp3,-118.5437,36.0916,7211,2011-01,2.58,25.5,34.6,43.8
pp3,-118.5437,36.0916,7211,2011-02,6.6,21.3,31.7,42.1
pp3,-118.5437,36.0916,7211,2011-03,9.38,25.1,34.7,44.2
pp3,-118.5437,36.0916,7211,2011-04,1.53,28.9,39.3,49.6
pp3,-118.5437,36.0916,7211,2011-05,2.08,31.7,42.3,52.9
pp3,-118.5437,36.0916,7211,2011-06,0.28,41.1,53.5,66
pp3,-118.5437,36.0916,7211,2011-07,0.87,48.5,61.6,74.7
pp3,-118.5437,36.0916,7211,2011-08,0.18,50.2,63.8,77.4
pp3,-118.5437,36.0916,7211,2011-09,0.46,48.2,60.8,73.4
pp3,-118.5437,36.0916,7211,2011-10,3.5,39.2,51.1,63.1
pp3,-118.5437,36.0916,7211,2011-11,2.38,27.5,37.5,47.5
pp3,-118.5437,36.0916,7211,2011-12,0.03,25.7,35.5,45.4
pp3,-118.5437,36.0916,7211,2012-01,6.44,29.6,39.6,49.5
pp3,-118.5437,36.0916,7211,2012-02,2.34,25,34.8,44.6
pp3,-118.5437,36.0916,7211,2012-03,5.09,26.7,39,51.4
pp3,-118.5437,36.0916,7211,2012-04,6.05,31.9,43.4,54.9
pp3,-118.5437,36.0916,7211,2012-05,0.05,38.8,51.8,64.7
pp3,-118.5437,36.0916,7211,2012-06,0,44.3,56.9,69.5
pp3,-118.5437,36.0916,7211,2012-07,0,50.5,64.4,78.3
pp3,-118.5437,36.0916,7211,2012-08,0.1,56,68.5,81
pp3,-118.5437,36.0916,7211,2012-09,0,52,63.8,75.6
pp3,-118.5437,36.0916,7211,2012-10,0.44,40.3,52.2,64.1
pp3,-118.5437,36.0916,7211,2012-11,2,32.9,43.1,53.3
pp3,-118.5437,36.0916,7211,2012-12,8.94,23.5,31.8,40.2
pp3,-118.5437,36.0916,7211,2013-01,2.62,21.7,31.1,40.5
pp3,-118.5437,36.0916,7211,2013-02,0.93,21.8,32.8,43.8
pp3,-118.5437,36.0916,7211,2013-03,0.63,30.5,42,53.5
pp3,-118.5437,36.0916,7211,2013-04,0.76,32.8,45.1,57.4
pp3,-118.5437,36.0916,7211,2013-05,0.42,37.9,49.4,60.8
pp3,-118.5437,36.0916,7211,2013-06,0,48.5,61.6,74.7
pp3,-118.5437,36.0916,7211,2013-07,0.93,53.9,66.8,79.6
pp3,-118.5437,36.0916,7211,2013-08,0.21,49.3,63.2,77.2
pp3,-118.5437,36.0916,7211,2013-09,0.03,45.8,58.9,72
pp3,-118.5437,36.0916,7211,2013-10,1.11,36.1,48.1,60.2
pp3,-118.5437,36.0916,7211,2013-11,0.92,32.4,42.5,52.7
pp3,-118.5437,36.0916,7211,2013-12,0.86,26.7,36.8,46.9
pp3,-118.5437,36.0916,7211,2014-01,1.39,32.3,43.6,54.2
pp3,-118.5437,36.0916,7211,2014-02,3.16,29.8,39.7,49.3
pp3,-118.5437,36.0916,7211,2014-03,4.49,30.9,41.6,51.6
pp3,-118.5437,36.0916,7211,2014-04,3.31,33.5,45.5,57.3
pp3,-118.5437,36.0916,7211,2014-05,0.4,38.9,50.7,62.7
pp3,-118.5437,36.0916,7211,2014-06,0,47.3,60.2,73.4
pp3,-118.5437,36.0916,7211,2014-07,0.02,54.3,67.8,81.3
pp3,-118.5437,36.0916,7211,2014-08,0.24,49.6,63.3,77.1
pp3,-118.5437,36.0916,7211,2014-09,0.23,48.1,61.5,75.1
pp3,-118.5437,36.0916,7211,2014-10,0,42.7,56.1,69.5
pp3,-118.5437,36.0916,7211,2014-11,2.12,33.9,44.2,55.3
pp3,-118.5437,36.0916,7211,2014-12,6.4,26.2,35.5,44.7
pp3,-118.5437,36.0916,7211,2015-01,0.27,31.9,41.5,51
pp3,-118.5437,36.0916,7211,2015-02,3.4,33.6,44.9,56.1
pp3,-118.5437,36.0916,7211,2015-03,0.45,34.2,45.7,57.1
pp3,-118.5437,36.0916,7211,2015-04,1.4,32.3,43.6,55
pp3,-118.5437,36.0916,7211,2015-05,0.86,36,47.1,58.3
pp3,-118.5437,36.0916,7211,2015-06,0.47,49.9,62.6,75.4
pp3,-118.5437,36.0916,7211,2015-07,1.67,48.9,61.8,74.7
pp3,-118.5437,36.0916,7211,2015-08,0.07,53.5,66.2,78.9
pp3,-118.5437,36.0916,7211,2015-09,0.08,49.2,61.7,74.1
pp3,-118.5437,36.0916,7211,2015-10,1.65,41.1,51.7,62.2
pp3,-118.5437,36.0916,7211,2015-11,5.7,25.5,36.2,46.8
pp3,-118.5437,36.0916,7211,2015-12,7.94,21.6,31,40.5
pp3,-118.5437,36.0916,7211,2016-01,9.66,25.7,34.3,42.2
pp3,-118.5437,36.0916,7211,2016-02,3.42,24.9,39.9,49.7
pp3,-118.5437,36.0916,7211,2016-03,5.85,30.6,40.2,49.8
pp3,-118.5437,36.0916,7211,2016-04,2.7,34.1,44.1,54
pp3,-118.5437,36.0916,7211,2016-05,0.34,37.1,47.3,57.4
pp3,-118.5437,36.0916,7211,2016-06,0.06,50.3,62.6,74.9
pp3,-118.5437,36.0916,7211,2016-07,0,53.6,66.8,79.9
pp3,-118.5437,36.0916,7211,2016-08,0.06,52.8,65.4,77.9
pp3,-118.5437,36.0916,7211,2016-09,0,45.6,58.1,70.6
pp3,-118.5437,36.0916,7211,2016-10,1.08,39.9,50.7,61.5
pp3,-118.5437,36.0916,7211,2016-11,2.66,32.7,42.4,52.1
pp3,-118.5437,36.0916,7211,2016-12,12.57,25.5,34.6,43.6
pp3,-118.5437,36.0916,7211,2017-01,31.21,23.2,31.3,39.3
pp3,-118.5437,36.0916,7211,2017-02,13.86,27.9,36,44
pp3,-118.5437,36.0916,7211,2017-03,2.87,31.1,42.3,53.5
pp3,-118.5437,36.0916,7211,2017-04,3.63,32.7,42.8,52.9
pp3,-118.5437,36.0916,7211,2017-05,0.15,39.3,50.8,62.2
pp3,-118.5437,36.0916,7211,2017-06,0.09,49.1,61.2,73.3
pp3,-118.5437,36.0916,7211,2017-07,0.04,56.3,68.5,80.6
pp3,-118.5437,36.0916,7211,2017-08,0.12,54,66.1,78.2
pp3,-118.5437,36.0916,7211,2017-09,0.32,46.1,57.3,68.6
pp3,-118.5437,36.0916,7211,2017-10,0.02,41.1,52.8,64.6
pp3,-118.5437,36.0916,7211,2017-11,3.05,31.3,42.2,53
pp3,-118.5437,36.0916,7211,2017-12,0.08,33.1,41.4,49.7
pp3,-118.5437,36.0916,7211,2018-01,3.95,28.3,37.3,46.3
pp3,-118.5437,36.0916,7211,2018-02,0.71,22.9,33.6,44.4
pp3,-118.5437,36.0916,7211,2018-03,13.23,23.6,33.4,43.2
pp3,-118.5437,36.0916,7211,2018-04,3.25,34.1,45.1,56.2
pp3,-118.5437,36.0916,7211,2018-05,0.3,38.2,49,59.8
pp3,-118.5437,36.0916,7211,2018-06,0,47.7,60.4,73.2
pp3,-118.5437,36.0916,7211,2018-07,0.35,56.6,68.9,81.1
pp3,-118.5437,36.0916,7211,2018-08,0,54.2,67.1,80
pp3,-118.5437,36.0916,7211,2018-09,0.17,49.6,61.9,74.1
pp3,-118.5437,36.0916,7211,2018-10,1.55,38.3,49.6,60.9
pp3,-118.5437,36.0916,7211,2018-11,6.13,35.7,45.1,54.5
pp3,-118.5437,36.0916,7211,2018-12,2.83,26.1,35.8,45.4
